pl_name,disc_year,discoverymethod
"Kepler-223 c",2014,"Transit"
"Kepler-202 c",2014,"Transit"
"Kepler-264 b",2014,"Transit"
"Kepler-167 c",2014,"Transit"
"Kepler-213 b",2014,"Transit"
"Kepler-278 c",2014,"Transit"
"Kepler-280 b",2014,"Transit"
"Kepler-264 c",2014,"Transit"
"Kepler-231 b",2014,"Transit"
"Kepler-233 c",2014,"Transit"
"Kepler-223 e",2014,"Transit"
"Kepler-168 b",2014,"Transit"
"Kepler-233 b",2014,"Transit"
"Kepler-235 d",2014,"Transit"
"Kepler-171 b",2014,"Transit"
"Kepler-185 c",2014,"Transit"
"Kepler-173 b",2014,"Transit"
"Kepler-194 c",2014,"Transit"
"Kepler-175 b",2014,"Transit"
"Kepler-175 c",2014,"Transit"
"Kepler-176 b",2014,"Transit"
"Kepler-222 d",2014,"Transit"
"Kepler-241 b",2014,"Transit"
"Kepler-180 b",2014,"Transit"
"Kepler-182 b",2014,"Transit"
"Kepler-251 b",2014,"Transit"
"Kepler-189 b",2014,"Transit"
"Kepler-192 c",2014,"Transit"
"Kepler-193 c",2014,"Transit"
"Kepler-201 c",2014,"Transit"
"Kepler-202 b",2014,"Transit"
"Kepler-204 b",2014,"Transit"
"Kepler-207 b",2014,"Transit"
"Kepler-287 c",2014,"Transit"
"Kepler-289 d",2014,"Transit"
"Kepler-225 b",2014,"Transit"
"Kepler-152 c",2014,"Transit"
"Kepler-163 b",2014,"Transit"
"Kepler-252 c",2014,"Transit"
"Kepler-170 b",2014,"Transit"
"Kepler-171 c",2014,"Transit"
"Kepler-253 b",2014,"Transit"
"Kepler-253 d",2014,"Transit"
"Kepler-162 c",2014,"Transit"
"Kepler-163 c",2014,"Transit"
"Kepler-164 d",2014,"Transit"
"Kepler-176 c",2014,"Transit"
"Kepler-178 d",2014,"Transit"
"Kepler-182 c",2014,"Transit"
"Kepler-186 f",2014,"Transit"
"Kepler-336 b",2014,"Transit"
"Kepler-326 c",2014,"Transit"
"Kepler-327 d",2014,"Transit"
"Kepler-338 c",2014,"Transit"
"Kepler-352 b",2014,"Transit"
"Kepler-352 c",2014,"Transit"
"Kepler-366 b",2014,"Transit"
"Kepler-353 c",2014,"Transit"
"Kepler-381 c",2014,"Transit"
"Kepler-368 c",2014,"Transit"
"Kepler-370 c",2014,"Transit"
"Kepler-371 c",2014,"Transit"
"Kepler-372 b",2014,"Transit"
"Kepler-376 c",2014,"Transit"
"Kepler-367 b",2014,"Transit"
"Kepler-393 b",2014,"Transit"
"Kepler-397 c",2014,"Transit"
"Kepler-381 b",2014,"Transit"
"Kepler-399 d",2014,"Transit"
"Kepler-400 c",2014,"Transit"
"Kepler-401 b",2014,"Transit"
"Kepler-403 c",2014,"Transit"
"Kepler-405 c",2014,"Transit"
"Kepler-408 b",2014,"Transit"
"Kepler-394 b",2014,"Transit"
"Kepler-394 c",2014,"Transit"
"Kepler-419 b",2014,"Transit"
"Kepler-395 c",2014,"Transit"
"Kepler-260 c",2014,"Transit"
"Kepler-261 b",2014,"Transit"
"Kepler-269 b",2014,"Transit"
"Kepler-269 c",2014,"Transit"
"HD 564 b",2014,"Radial Velocity"
"HD 100546 b",2014,"Imaging"
"HD 141399 b",2014,"Radial Velocity"
"HD 103720 b",2014,"Radial Velocity"
"HD 30669 b",2014,"Radial Velocity"
"KIC 10001893 b",2014,"Orbital Brightness Modulation"
"KIC 10001893 c",2014,"Orbital Brightness Modulation"
"Kepler-149 d",2014,"Transit"
"Kepler-138 c",2014,"Transit"
"Kepler-139 c",2014,"Transit"
"Kepler-142 d",2014,"Transit"
"Kepler-143 c",2014,"Transit"
"Kepler-144 c",2014,"Transit"
"GU Psc b",2014,"Imaging"
"WASP-88 b",2014,"Transit"
"WASP-96 b",2014,"Transit"
"WTS-2 b",2014,"Transit"
"XO-2 S c",2014,"Radial Velocity"
"HAT-P-44 b",2014,"Transit"
"HAT-P-46 b",2014,"Transit"
"HAT-P-49 b",2014,"Transit"
"WASP-104 b",2014,"Transit"
"HD 4203 c",2014,"Radial Velocity"
"Kepler-219 d",2014,"Transit"
"Kepler-235 c",2014,"Transit"
"Kepler-249 c",2014,"Transit"
"Kepler-257 c",2014,"Transit"
"Kepler-272 c",2014,"Transit"
"WASP-97 b",2014,"Transit"
"Kepler-288 c",2014,"Transit"
"Kepler-292 f",2014,"Transit"
"Kepler-297 c",2014,"Transit"
"Kepler-298 d",2014,"Transit"
"Kepler-368 b",2014,"Transit"
"Kepler-359 d",2014,"Transit"
"Kepler-291 c",2014,"Transit"
"Kepler-300 b",2014,"Transit"
"Kepler-304 c",2014,"Transit"
"Kepler-309 c",2014,"Transit"
"Kepler-31 d",2014,"Transit"
"Kepler-360 b",2014,"Transit"
"Kepler-375 b",2014,"Transit"
"Kepler-362 b",2014,"Transit"
"Kepler-378 b",2014,"Transit"
"Kepler-379 b",2014,"Transit"
"Kepler-302 c",2014,"Transit"
"Kepler-314 b",2014,"Transit"
"Kepler-303 c",2014,"Transit"
"Kepler-315 c",2014,"Transit"
"Kepler-306 d",2014,"Transit"
"Kepler-312 c",2014,"Transit"
"Kepler-330 b",2014,"Transit"
"Kepler-331 b",2014,"Transit"
"Kepler-331 c",2014,"Transit"
"Kepler-332 b",2014,"Transit"
"Kepler-333 b",2014,"Transit"
"Kepler-339 b",2014,"Transit"
"Kepler-344 b",2014,"Transit"
"Kepler-338 d",2014,"Transit"
"Kepler-338 e",2014,"Transit Timing Variations"
"Kepler-356 c",2014,"Transit"
"Kepler-357 b",2014,"Transit"
"Kepler-323 c",2014,"Transit"
"Kepler-333 c",2014,"Transit"
"Kepler-334 b",2014,"Transit"
"Kepler-325 c",2014,"Transit"
"Kepler-335 b",2014,"Transit"
"Kepler-360 c",2014,"Transit"
"Kepler-348 c",2014,"Transit"
"Kepler-361 b",2014,"Transit"
"Kepler-349 b",2014,"Transit"
"Kepler-363 c",2014,"Transit"
"Kepler-351 b",2014,"Transit"
"Kepler-380 b",2014,"Transit"
"Kepler-380 c",2014,"Transit"
"WASP-28 b",2014,"Transit"
"Kepler-148 b",2014,"Transit"
"Kepler-116 c",2014,"Transit"
"Kepler-120 c",2014,"Transit"
"Kepler-122 c",2014,"Transit"
"Kepler-122 e",2014,"Transit"
"Kepler-195 b",2014,"Transit"
"Kepler-198 c",2014,"Transit"
"Kepler-225 c",2014,"Transit"
"Kepler-226 b",2014,"Transit"
"Kepler-224 b",2014,"Transit"
"Kepler-251 e",2014,"Transit"
"Kepler-309 b",2014,"Transit"
"Kepler-341 b",2014,"Transit"
"GJ 433 c",2014,"Radial Velocity"
"Kepler-179 b",2014,"Transit"
"HD 154857 c",2014,"Radial Velocity"
"WASP-100 b",2014,"Transit"
"Kepler-106 c",2014,"Transit"
"Kepler-292 e",2014,"Transit"
"Kepler-286 d",2014,"Transit"
"Kepler-289 b",2014,"Transit"
"Kepler-299 d",2014,"Transit"
"Kepler-321 b",2014,"Transit"
"Kepler-372 d",2014,"Transit"
"Kepler-224 e",2014,"Transit"
"Kepler-399 c",2014,"Transit"
"Kepler-306 b",2014,"Transit"
"Kepler-155 c",2014,"Transit"
"Kepler-413 b",2014,"Transit"
"Kepler-186 c",2014,"Transit"
"Kepler-186 d",2014,"Transit"
"Kepler-169 c",2014,"Transit"
"Kepler-171 d",2014,"Transit"
"Kepler-186 e",2014,"Transit"
"Kepler-301 c",2014,"Transit"
"Kepler-159 b",2014,"Transit"
"Kepler-79 e",2014,"Transit"
"BD-11 4672 b",2014,"Radial Velocity"
"Kepler-217 b",2014,"Transit"
"Kepler-215 d",2014,"Transit"
"Kepler-267 d",2014,"Transit"
"Kepler-265 d",2014,"Transit"
"Kepler-351 c",2014,"Transit"
"Kepler-407 b",2014,"Transit"
"Kepler-54 d",2014,"Transit"
"Kepler-108 b",2014,"Transit"
"Kepler-94 c",2014,"Radial Velocity"
"Kepler-321 c",2014,"Transit"
"Kepler-363 d",2014,"Transit"
"Kepler-211 c",2014,"Transit"
"Kepler-118 c",2014,"Transit"
"HAT-P-44 c",2014,"Radial Velocity"
"Kepler-343 b",2014,"Transit"
"WASP-94 B b",2014,"Radial Velocity"
"WASP-106 b",2014,"Transit"
"Kepler-253 c",2014,"Transit"
"Kepler-242 b",2014,"Transit"
"Kepler-193 b",2014,"Transit"
"Kepler-130 d",2014,"Transit"
"Kepler-222 b",2014,"Transit"
"Kepler-274 b",2014,"Transit"
"Kepler-113 c",2014,"Transit"
"Kepler-129 c",2014,"Transit"
"Kepler-137 b",2014,"Transit"
"Kepler-258 c",2014,"Transit"
"Kepler-180 c",2014,"Transit"
"Kepler-144 b",2014,"Transit"
"Kepler-137 c",2014,"Transit"
"Kepler-169 d",2014,"Transit"
"Kepler-154 b",2014,"Transit"
"Kepler-169 f",2014,"Transit"
"Kepler-405 b",2014,"Transit"
"Kepler-126 c",2014,"Transit"
"Kepler-190 c",2014,"Transit"
"Kepler-209 b",2014,"Transit"
"CoRoT-22 b",2014,"Transit"
"Kepler-227 b",2014,"Transit"
"Kepler-48 e",2014,"Radial Velocity"
"WASP-84 b",2014,"Transit"
"GJ 687 b",2014,"Radial Velocity"
"OGLE-2008-BLG-355L b",2014,"Microlensing"
"Kepler-119 c",2014,"Transit"
"Kepler-354 b",2014,"Transit"
"Kepler-327 b",2014,"Transit"
"Kepler-49 e",2014,"Transit"
"Kepler-93 b",2014,"Transit"
"Kepler-168 c",2014,"Transit"
"Kepler-134 b",2014,"Transit"
"Kepler-263 b",2014,"Transit"
"Kepler-426 b",2014,"Transit"
"Kepler-118 b",2014,"Transit"
"Kepler-151 c",2014,"Transit"
"Kepler-125 b",2014,"Transit"
"Kepler-424 b",2014,"Transit"
"Kepler-115 b",2014,"Transit"
"XO-2 S b",2014,"Radial Velocity"
"Kepler-203 d",2014,"Transit"
"Kepler-365 c",2014,"Transit"
"Kepler-374 b",2014,"Transit"
"Kepler-403 b",2014,"Transit"
"Kepler-296 d",2014,"Transit"
"Kepler-211 b",2014,"Transit"
"Kepler-299 b",2014,"Transit"
"Kepler-228 b",2014,"Transit"
"Kepler-198 b",2014,"Transit"
"Kepler-133 b",2014,"Transit"
"Kepler-310 d",2014,"Transit"
"Kepler-377 b",2014,"Transit"
"Kepler-308 c",2014,"Transit"
"Kepler-322 c",2014,"Transit"
"HATS-5 b",2014,"Transit"
"Kepler-122 f",2014,"Transit Timing Variations"
"HD 5319 c",2014,"Radial Velocity"
"Kepler-196 c",2014,"Transit"
"Kepler-174 c",2014,"Transit"
"Kepler-417 b",2014,"Transit Timing Variations"
"Kepler-342 c",2014,"Transit"
"Kepler-122 d",2014,"Transit"
"Kepler-82 d",2014,"Transit"
"Kepler-397 b",2014,"Transit"
"Kepler-357 c",2014,"Transit"
"Kepler-324 c",2014,"Transit"
"Kepler-199 c",2014,"Transit"
"Kepler-215 e",2014,"Transit"
"Kepler-268 b",2014,"Transit"
"Kepler-84 d",2014,"Transit"
"WASP-73 b",2014,"Transit"
"Kepler-215 c",2014,"Transit"
"Kepler-254 d",2014,"Transit"
"Kepler-249 b",2014,"Transit"
"Kepler-292 d",2014,"Transit"
"Kepler-424 c",2014,"Radial Velocity"
"Kepler-362 c",2014,"Transit"
"Kepler-358 b",2014,"Transit"
"Kepler-375 c",2014,"Transit"
"Kepler-422 b",2014,"Transit"
"bet UMi b",2014,"Radial Velocity"
"Kepler-331 d",2014,"Transit"
"Kepler-276 b",2014,"Transit"
"WASP-94 A b",2014,"Transit"
"Kepler-256 c",2014,"Transit"
"Kepler-199 b",2014,"Transit"
"Kepler-170 c",2014,"Transit"
"HD 75784 b",2014,"Radial Velocity"
"Kepler-222 c",2014,"Transit"
"MOA-2013-BLG-220L b",2014,"Microlensing"
"Kepler-132 c",2014,"Transit"
"Kepler-347 b",2014,"Transit"
"Kepler-313 c",2014,"Transit"
"Kepler-107 d",2014,"Transit"
"Kepler-244 c",2014,"Transit"
"Kepler-220 c",2014,"Transit"
"Kepler-240 c",2014,"Transit"
"Kepler-126 d",2014,"Transit"
"Kepler-197 e",2014,"Transit"
"Kepler-154 c",2014,"Transit"
"Kepler-389 b",2014,"Transit"
"Kepler-294 c",2014,"Transit"
"Kepler-228 d",2014,"Transit"
"Kepler-251 c",2014,"Transit"
"Kepler-181 b",2014,"Transit"
"Kepler-336 c",2014,"Transit"
"Kepler-98 b",2014,"Transit"
"Kepler-416 b",2014,"Transit Timing Variations"
"Kepler-123 c",2014,"Transit"
"Kepler-372 c",2014,"Transit"
"Kepler-402 c",2014,"Transit"
"Kepler-404 c",2014,"Transit"
"Kepler-296 e",2014,"Transit"
"Kepler-310 b",2014,"Transit"
"Kepler-363 b",2014,"Transit"
"Kepler-332 c",2014,"Transit"
"Kepler-342 d",2014,"Transit"
"Kepler-364 b",2014,"Transit"
"Kepler-127 c",2014,"Transit"
"Kepler-112 c",2014,"Transit"
"WASP-101 b",2014,"Transit"
"Kepler-227 c",2014,"Transit"
"Kepler-238 d",2014,"Transit"
"Kepler-238 b",2014,"Transit"
"Kepler-172 e",2014,"Transit"
"Kepler-247 c",2014,"Transit"
"Kepler-326 b",2014,"Transit"
"Kepler-229 c",2014,"Transit"
"Kepler-237 b",2014,"Transit"
"Kepler-234 c",2014,"Transit"
"Kepler-270 c",2014,"Transit"
"Kepler-244 b",2014,"Transit"
"Kepler-259 b",2014,"Transit"
"Kepler-260 b",2014,"Transit"
"Kepler-114 b",2014,"Transit"
"Kepler-391 c",2014,"Transit"
"Kepler-140 c",2014,"Transit"
"WASP-95 b",2014,"Transit"
"Kepler-340 c",2014,"Transit"
"Kepler-416 c",2014,"Transit Timing Variations"
"Kepler-320 b",2014,"Transit"
"Kepler-406 c",2014,"Transit"
"KIC 10001893 d",2014,"Orbital Brightness Modulation"
"OGLE-2013-BLG-0102L b",2014,"Microlensing"
"Kepler-376 b",2014,"Transit"
"Kepler-369 b",2014,"Transit"
"Kepler-391 b",2014,"Transit"
"Kepler-240 b",2014,"Transit"
"Kepler-155 b",2014,"Transit"
"Kepler-100 c",2014,"Transit"
"Kepler-147 c",2014,"Transit"
"Kepler-152 b",2014,"Transit"
"Kepler-165 b",2014,"Transit"
"HATS-4 b",2014,"Transit"
"Kepler-156 c",2014,"Transit"
"Kepler-234 b",2014,"Transit"
"Kepler-220 d",2014,"Transit"
"Kepler-239 c",2014,"Transit"
"Kepler-236 c",2014,"Transit"
"Kepler-226 c",2014,"Transit"
"Kepler-395 b",2014,"Transit"
"Kepler-308 b",2014,"Transit"
"Kepler-235 e",2014,"Transit"
"Kepler-267 b",2014,"Transit"
"Kepler-304 d",2014,"Transit"
"Kepler-389 c",2014,"Transit"
"Kepler-356 b",2014,"Transit"
"Kepler-52 d",2014,"Transit"
"Kepler-80 e",2014,"Transit"
"KOI-1257 b",2014,"Transit"
"HD 10442 b",2014,"Radial Velocity"
"Kepler-25 d",2014,"Radial Velocity"
"Kepler-346 c",2014,"Transit"
"Kepler-83 d",2014,"Transit"
"Kepler-415 c",2014,"Transit Timing Variations"
"Kepler-329 c",2014,"Transit"
"GJ 180 b",2014,"Radial Velocity"
"Kepler-341 e",2014,"Transit"
"Kepler-200 c",2014,"Transit"
"HD 141399 d",2014,"Radial Velocity"
"Kepler-204 c",2014,"Transit"
"Kepler-250 c",2014,"Transit"
"Kepler-131 b",2014,"Transit"
"Kepler-340 b",2014,"Transit"
"Kepler-305 d",2014,"Transit"
"Kepler-268 c",2014,"Transit"
"Kepler-250 d",2014,"Transit"
"Kepler-106 b",2014,"Transit"
"Kepler-130 c",2014,"Transit"
"Kepler-147 b",2014,"Transit"
"Kepler-261 c",2014,"Transit"
"Kepler-266 c",2014,"Transit"
"Kepler-273 b",2014,"Transit"
"Kepler-284 b",2014,"Transit"
"Kepler-270 b",2014,"Transit"
"Kepler-364 c",2014,"Transit"
"Kepler-135 c",2014,"Transit"
"Kepler-24 e",2014,"Transit"
"Kepler-167 b",2014,"Transit"
"Kepler-290 b",2014,"Transit"
"Kepler-310 c",2014,"Transit"
"Kepler-398 b",2014,"Transit"
"Kepler-370 b",2014,"Transit"
"Kepler-325 d",2014,"Transit"
"Kepler-203 c",2014,"Transit"
"Kepler-281 b",2014,"Transit"
"Kepler-169 b",2014,"Transit"
"Kepler-174 b",2014,"Transit"
"Kepler-251 d",2014,"Transit"
"GJ 422 b",2014,"Radial Velocity"
"WASP-103 b",2014,"Transit"
"HD 95872 b",2015,"Radial Velocity"
"2MASS J19383260+4603591 b",2015,"Eclipse Timing Variations"
"GJ 3341 b",2015,"Radial Velocity"
"HAT-P-51 b",2015,"Transit"
"HD 7924 c",2015,"Radial Velocity"
"HD 219134 f",2015,"Radial Velocity"
"HD 67087 c",2015,"Radial Velocity"
"GJ 3293 c",2015,"Radial Velocity"
"HD 145934 b",2015,"Radial Velocity"
"HD 1605 c",2015,"Radial Velocity"
"HATS-9 b",2015,"Transit"
"HATS-8 b",2015,"Transit"
"K2-19 c",2015,"Transit"
"HAT-P-56 b",2015,"Transit"
"K2-22 b",2015,"Transit"
"HD 24064 b",2015,"Radial Velocity"
"WASP-135 b",2015,"Transit"
"LkCa 15 c",2015,"Imaging"
"VHS J125601.92-125723.9 b",2015,"Imaging"
"2MASS J02192210-3925225 b",2015,"Imaging"
"Kepler-446 b",2015,"Transit"
"Kepler-452 b",2015,"Transit"
"KOI-12 b",2015,"Transit"
"Kepler-438 b",2015,"Transit"
"HD 219134 g",2015,"Radial Velocity"
"K2-18 b",2015,"Transit"
"HD 7924 d",2015,"Radial Velocity"
"K2-17 b",2015,"Transit"
"HIP 107773 b",2015,"Radial Velocity"
"K2-19 b",2015,"Transit"
"KELT-7 b",2015,"Transit"
"KIC 3558849 b",2015,"Transit"
"KIC 9663113 b",2015,"Transit"
"K2-7 b",2015,"Transit"
"K2-13 b",2015,"Transit"
"K2-5 b",2015,"Transit"
"K2-9 b",2015,"Transit"
"KIC 5437945 b",2015,"Transit"
"K2-6 b",2015,"Transit"
"Kepler-447 b",2015,"Transit"
"Kepler-453 b",2015,"Transit"
"Kepler-431 c",2015,"Transit"
"Kepler-445 c",2015,"Transit"
"Kepler-449 c",2015,"Transit"
"Kepler-450 c",2015,"Transit"
"Kepler-92 d",2015,"Transit"
"OGLE-2011-BLG-0265L b",2015,"Microlensing"
"K2-5 c",2015,"Transit"
"HATS-6 b",2015,"Transit"
"alf Tau b",2015,"Radial Velocity"
"Wolf 1061 c",2015,"Radial Velocity"
"HIP 67851 b",2015,"Radial Velocity"
"HAT-P-57 b",2015,"Transit"
"HAT-P-53 b",2015,"Transit"
"HD 95127 b",2015,"Radial Velocity"
"Kepler-432 b",2015,"Transit"
"Kepler-445 d",2015,"Transit"
"HATS-7 b",2015,"Transit"
"HD 204313 c",2015,"Radial Velocity"
"HD 155233 b",2015,"Radial Velocity"
"HD 1605 b",2015,"Radial Velocity"
"HD 1461 c",2015,"Radial Velocity"
"HD 1666 b",2015,"Radial Velocity"
"CoRoT-28 b",2015,"Transit"
"HD 32963 b",2015,"Radial Velocity"
"K2-11 b",2015,"Transit"
"K2-16 c",2015,"Transit"
"K2-3 c",2015,"Transit"
"KIC 5951458 b",2015,"Transit"
"K2-8 b",2015,"Transit"
"Kepler-444 b",2015,"Transit"
"Kepler-444 c",2015,"Transit"
"Kepler-433 b",2015,"Transit"
"Kepler-437 b",2015,"Transit"
"Kepler-440 b",2015,"Transit"
"Kepler-442 b",2015,"Transit"
"Kepler-444 f",2015,"Transit"
"Kepler-454 b",2015,"Transit"
"OGLE-2012-BLG-0563L b",2015,"Microlensing"
"LkCa 15 b",2015,"Imaging"
"GJ 1132 b",2015,"Transit"
"psi 1 Dra B b",2015,"Radial Velocity"
"WASP-89 b",2015,"Transit"
"HAT-P-55 b",2015,"Transit"
"HAT-P-52 b",2015,"Transit"
"HATS-10 b",2015,"Transit"
"BD+49 828 b",2015,"Radial Velocity"
"HATS-14 b",2015,"Transit"
"WASP-83 b",2015,"Transit"
"WASP-20 b",2015,"Transit"
"HD 175607 b",2015,"Radial Velocity"
"HD 219134 d",2015,"Radial Velocity"
"HD 12648 b",2015,"Radial Velocity"
"HD 219134 h",2015,"Radial Velocity"
"HD 33844 b",2015,"Radial Velocity"
"HD 33844 c",2015,"Radial Velocity"
"K2-10 b",2015,"Transit"
"K2-3 d",2015,"Transit"
"K2-21 c",2015,"Transit"
"Kepler-431 b",2015,"Transit"
"Kepler-430 c",2015,"Transit"
"Kepler-449 b",2015,"Transit"
"Kepler-430 b",2015,"Transit"
"Kepler-445 b",2015,"Transit"
"Kepler-450 b",2015,"Transit"
"Kepler-450 d",2015,"Transit"
"Kepler-441 b",2015,"Transit"
"Kepler-444 e",2015,"Transit"
"Kepler-446 d",2015,"Transit"
"WASP-47 c",2015,"Radial Velocity"
"WASP-47 d",2015,"Transit"
"WASP-47 e",2015,"Transit"
"WASP-74 b",2015,"Transit"
"OGLE-2014-BLG-0124L b",2015,"Microlensing"
"KIC 10525077 b",2015,"Transit"
"K2-21 b",2015,"Transit"
"Kepler-434 b",2015,"Transit"
"K2-16 b",2015,"Transit"
"KELT-6 c",2015,"Radial Velocity"
"Kepler-444 d",2015,"Transit"
"HD 67087 b",2015,"Radial Velocity"
"Wolf 1061 d",2015,"Radial Velocity"
"WASP-82 b",2015,"Transit"
"GJ 3293 b",2015,"Radial Velocity"
"Kepler-454 c",2015,"Radial Velocity"
"HAT-P-54 b",2015,"Transit"
"8 UMi b",2015,"Radial Velocity"
"HD 11755 b",2015,"Radial Velocity"
"HIP 67851 c",2015,"Radial Velocity"
"K2-15 b",2015,"Transit"
"K2-3 b",2015,"Transit"
"Kepler-446 c",2015,"Transit"
"HATS-13 b",2015,"Transit"
"HD 164595 b",2015,"Radial Velocity"
"HIP 65891 b",2015,"Radial Velocity"
"K2-25 b",2015,"Transit"
"Kepler-435 b",2015,"Transit"
"HD 219134 b",2015,"Radial Velocity"
"HD 219134 c",2015,"Radial Velocity"
"HAT-P-50 b",2015,"Transit"
"K2-4 b",2015,"Transit"
"KIC 8540376 c",2015,"Transit"
"HD 216536 b",2015,"Radial Velocity"
"Wolf 1061 b",2015,"Radial Velocity"
"Kepler-443 b",2015,"Transit"
"Kepler-432 c",2015,"Radial Velocity"
"Kepler-439 b",2015,"Transit"
"KIC 8540376 b",2015,"Transit"
"Kepler-436 b",2015,"Transit"
"WASP-41 c",2015,"Radial Velocity"
"CoRoT-29 b",2015,"Transit"
"MOA-2010-BLG-353L b",2015,"Microlensing"
"Kepler-431 d",2015,"Transit"
"K2-12 b",2015,"Transit"
"51 Eri b",2015,"Imaging"
"KELT-8 b",2015,"Transit"
"K2-14 b",2015,"Transit"
"Kepler-670 b",2016,"Transit"
"Kepler-466 c",2016,"Transit"
"Kepler-493 b",2016,"Transit"
"Kepler-946 b",2016,"Transit"
"HAT-P-66 b",2016,"Transit"
"Kepler-726 b",2016,"Transit"
"Kepler-739 b",2016,"Transit"
"Kepler-803 b",2016,"Transit"
"Kepler-817 b",2016,"Transit"
"Kepler-945 b",2016,"Transit"
"Kepler-875 b",2016,"Transit"
"Kepler-886 b",2016,"Transit"
"Kepler-911 b",2016,"Transit"
"Kepler-957 b",2016,"Transit"
"Kepler-999 b",2016,"Transit"
"HD 47366 c",2016,"Radial Velocity"
"Kepler-1064 b",2016,"Transit"
"K2-91 b",2016,"Transit"
"HIP 41378 d",2016,"Transit"
"Kepler-1389 b",2016,"Transit"
"Kepler-919 b",2016,"Transit"
"Kepler-944 b",2016,"Transit"
"Kepler-1642 b",2016,"Transit"
"Kepler-971 b",2016,"Transit"
"Kepler-1191 b",2016,"Transit"
"Kepler-1063 b",2016,"Transit"
"Kepler-1032 b",2016,"Transit"
"K2-69 b",2016,"Transit"
"KELT-14 b",2016,"Transit"
"Kepler-403 d",2016,"Transit"
"Kepler-1257 b",2016,"Transit"
"Kepler-1100 b",2016,"Transit"
"Kepler-1327 b",2016,"Transit"
"WASP-157 b",2016,"Transit"
"Kepler-1035 b",2016,"Transit"
"Kepler-1411 b",2016,"Transit"
"Kepler-1254 c",2016,"Transit"
"Kepler-154 d",2016,"Transit"
"Kepler-1520 b",2016,"Transit"
"Kepler-652 b",2016,"Transit"
"Kepler-1541 b",2016,"Transit"
"Kepler-482 b",2016,"Transit"
"K2-33 b",2016,"Transit"
"Kepler-1537 b",2016,"Transit"
"Kepler-684 b",2016,"Transit"
"Kepler-1295 b",2016,"Transit"
"HD 3167 b",2016,"Transit"
"K2-54 b",2016,"Transit"
"Kepler-1039 b",2016,"Transit"
"Kepler-1028 b",2016,"Transit"
"Kepler-1246 b",2016,"Transit"
"Kepler-754 b",2016,"Transit"
"K2-32 b",2016,"Transit"
"Kepler-217 d",2016,"Transit"
"Kepler-1459 b",2016,"Transit"
"Kepler-1365 b",2016,"Transit"
"Kepler-1193 b",2016,"Transit"
"Kepler-1415 b",2016,"Transit"
"Kepler-1433 b",2016,"Transit"
"Kepler-1232 b",2016,"Transit"
"Kepler-1464 c",2016,"Transit"
"Kepler-1152 b",2016,"Transit"
"Kepler-1376 b",2016,"Transit"
"Kepler-1033 b",2016,"Transit"
"Kepler-1093 b",2016,"Transit"
"Kepler-1304 b",2016,"Transit"
"Kepler-1598 b",2016,"Transit"
"Kepler-736 b",2016,"Transit"
"Kepler-708 b",2016,"Transit"
"Kepler-697 b",2016,"Transit"
"Kepler-727 b",2016,"Transit"
"Kepler-587 b",2016,"Transit"
"Kepler-622 b",2016,"Transit"
"HATS-16 b",2016,"Transit"
"Kepler-781 b",2016,"Transit"
"Kepler-643 b",2016,"Transit"
"Kepler-636 b",2016,"Transit"
"Kepler-903 c",2016,"Transit"
"Kepler-1599 b",2016,"Transit"
"Kepler-1565 b",2016,"Transit"
"Kepler-553 b",2016,"Transit"
"Kepler-1147 b",2016,"Transit"
"Kepler-1026 b",2016,"Transit"
"Kepler-837 b",2016,"Transit"
"Kepler-1424 b",2016,"Transit"
"Kepler-604 b",2016,"Transit"
"Kepler-1455 b",2016,"Transit"
"K2-64 b",2016,"Transit"
"K2-73 b",2016,"Transit"
"Kepler-1624 b",2016,"Transit"
"Kepler-1292 b",2016,"Transit"
"Kepler-1021 b",2016,"Transit"
"Kepler-1581 b",2016,"Transit"
"Kepler-1533 b",2016,"Transit"
"Kepler-1627 b",2016,"Transit"
"Kepler-710 b",2016,"Transit"
"Kepler-584 b",2016,"Transit"
"Kepler-1146 b",2016,"Transit"
"Kepler-1580 b",2016,"Transit"
"Kepler-1595 b",2016,"Transit"
"Kepler-1467 b",2016,"Transit"
"Kepler-608 b",2016,"Transit"
"HD 47366 b",2016,"Radial Velocity"
"K2-90 b",2016,"Transit"
"Kepler-1059 b",2016,"Transit"
"WASP-119 b",2016,"Transit"
"Kepler-1574 b",2016,"Transit"
"Kepler-475 b",2016,"Transit"
"Kepler-474 b",2016,"Transit"
"Kepler-1319 b",2016,"Transit"
"Kepler-1299 b",2016,"Transit"
"Kepler-749 b",2016,"Transit"
"Kepler-709 b",2016,"Transit"
"Kepler-669 b",2016,"Transit"
"Kepler-549 c",2016,"Transit"
"Kepler-1423 b",2016,"Transit"
"Kepler-1188 b",2016,"Transit"
"Kepler-1324 b",2016,"Transit"
"Kepler-1362 b",2016,"Transit"
"Kepler-1369 b",2016,"Transit"
"Kepler-1378 b",2016,"Transit"
"Kepler-1468 c",2016,"Transit"
"Kepler-1486 b",2016,"Transit"
"HATS-29 b",2016,"Transit"
"Kepler-986 b",2016,"Transit"
"Kepler-995 b",2016,"Transit"
"Kepler-633 b",2016,"Transit"
"Kepler-575 b",2016,"Transit"
"Kepler-1561 b",2016,"Transit"
"Kepler-520 b",2016,"Transit"
"HD 68402 b",2016,"Radial Velocity"
"Kepler-577 b",2016,"Transit"
"GJ 676 A c",2016,"Radial Velocity"
