pl_name,discoverymethod,disc_year
"BD-00 4475 b","Radial Velocity",2021
"TOI-1444 c","Radial Velocity",2021
"BD+55 362 b","Radial Velocity",2021
"HD 155193 b","Radial Velocity",2021
"47 UMa d","Radial Velocity",2009
"K2-5 c","Transit",2015
"GJ 3323 c","Radial Velocity",2017
"14 Her b","Radial Velocity",2002
"WASP-58 b","Transit",2012
"WASP-98 b","Transit",2014
"WASP-99 b","Transit",2014
"WASP-64 b","Transit",2012
"WASP-65 b","Transit",2013
"WASP-68 b","Transit",2014
"XO-3 b","Transit",2007
"XO-6 b","Transit",2016
"HATS-6 b","Transit",2015
"WASP-75 b","Transit",2013
"WASP-76 b","Transit",2016
"HD 104985 b","Radial Velocity",2003
"alf Tau b","Radial Velocity",2015
"nu Oph b","Radial Velocity",2012
"WASP-90 b","Transit",2016
"HD 87646 b","Radial Velocity",2016
"GJ 625 b","Radial Velocity",2017
"Wolf 1061 c","Radial Velocity",2015
"HD 87883 b","Radial Velocity",2009
"XO-7 b","Transit",2019
"HIP 67851 b","Radial Velocity",2015
"HD 31527 d","Radial Velocity",2019
"K2-225 b","Transit",2018
"HD 41004 B b","Radial Velocity",2003
"FU Tau b","Imaging",2008
"Kepler-775 b","Transit",2016
"BD+03 2562 b","Radial Velocity",2017
"GJ 682 b","Radial Velocity",2014
"55 Cnc d","Radial Velocity",2002
"xi Aql b","Radial Velocity",2007
"2MASS J12073346-3932539 b","Imaging",2004
"HD 147873 c","Radial Velocity",2016
"BD+20 2457 b","Radial Velocity",2009
"HAT-P-57 b","Transit",2015
"HD 74156 c","Radial Velocity",2003
"HD 158259 b","Radial Velocity",2020
"HD 215152 e","Radial Velocity",2018
"HAT-P-53 b","Transit",2015
"HD 81817 b","Radial Velocity",2020
"HAT-P-27 b","Transit",2011
"HD 86226 b","Radial Velocity",2009
"HD 8535 b","Radial Velocity",2010
"HAT-P-68 b","Transit",2020
"GJ 876 b","Radial Velocity",1998
"HAT-P-38 b","Transit",2012
"WASP-117 b","Transit",2014
"HAT-P-29 b","Transit",2011
"HD 86081 b","Radial Velocity",2006
"HD 86264 b","Radial Velocity",2009
"HD 44219 b","Radial Velocity",2010
"Kepler-1169 b","Transit",2016
"HAT-P-4 b","Transit",2007
"HD 86226 c","Transit",2020
"Kepler-1150 b","Transit",2016
"GJ 849 b","Radial Velocity",2006
"HD 66141 b","Radial Velocity",2012
"HD 95127 b","Radial Velocity",2015
"HD 95338 b","Radial Velocity",2020
"HD 97658 b","Radial Velocity",2010
"KELT-12 b","Transit",2017
"HD 69830 c","Radial Velocity",2006
"HD 69830 d","Radial Velocity",2006
"Kepler-117 b","Transit",2014
"Kepler-1061 b","Transit",2016
"Kepler-1073 c","Transit",2016
"Kepler-1062 b","Transit",2016
"Kepler-1087 b","Transit",2016
"Kepler-110 b","Transit",2014
"HIP 14810 c","Radial Velocity",2006
"Kepler-1129 b","Transit",2016
"Kepler-117 c","Transit",2014
"Kepler-1396 b","Transit",2016
"Kepler-1200 b","Transit",2016
"Kepler-1343 b","Transit",2016
"Kepler-1085 c","Transit",2020
"Kepler-1210 b","Transit",2016
"Kepler-1399 b","Transit",2016
"Kepler-1388 c","Transit",2016
"Kepler-110 c","Transit",2014
"Kepler-1167 b","Transit",2016
"Kepler-1293 b","Transit",2016
"Kepler-1296 b","Transit",2016
"Kepler-1201 b","Transit",2016
"Kepler-281 c","Transit",2014
"Kepler-1400 b","Transit",2016
"Kepler-1091 b","Transit",2016
"Kepler-1081 b","Transit",2016
"Kepler-1401 b","Transit",2016
"Kepler-1104 b","Transit",2016
"Kepler-1166 b","Transit",2016
"Kepler-1124 b","Transit",2016
"Kepler-272 d","Transit",2014
"Kepler-1407 b","Transit",2016
"HIP 109600 b","Radial Velocity",2016
"Kepler-1154 c","Transit",2016
"Kepler-1388 e","Transit",2016
"Kepler-1125 b","Transit",2016
"Kepler-1413 b","Transit",2016
"Kepler-1086 c","Transit",2016
"Kepler-296 b","Transit",2014
"Kepler-1012 b","Transit",2016
"Kepler-299 e","Transit",2014
"Kepler-1509 b","Transit",2016
"Kepler-1080 b","Transit",2016
"Kepler-304 b","Transit",2014
"Kepler-1506 b","Transit",2016
"Kepler-1342 b","Transit",2016
"Kepler-1024 b","Transit",2016
"Kepler-319 c","Transit",2014
"Kepler-172 d","Transit",2014
"Kepler-176 d","Transit",2014
"Kepler-179 c","Transit",2014
"Kepler-318 b","Transit",2014
"Kepler-304 e","Transit",2016
"Kepler-181 c","Transit",2014
"Kepler-296 c","Transit",2014
"Kepler-319 d","Transit",2014
"Kepler-318 c","Transit",2014
"Kepler-1650 b","Transit",2017
"Kepler-317 c","Transit",2014
"Kepler-213 c","Transit",2014
"Kepler-32 d","Transit",2012
"Kepler-319 b","Transit",2014
"Kepler-1025 b","Transit",2016
"Kepler-1478 b","Transit",2016
"Kepler-1481 b","Transit",2016
"Kepler-1485 b","Transit",2016
"Kepler-50 c","Transit",2012
"Kepler-316 c","Transit",2014
"Kepler-390 b","Transit",2014
"Kepler-501 b","Transit",2016
"Kepler-374 c","Transit",2014
"Kepler-595 c","Transit",2020
"Kepler-617 b","Transit",2016
"Kepler-378 c","Transit",2014
"Kepler-62 e","Transit",2013
"Kepler-279 b","Transit",2014
"Kepler-532 b","Transit",2016
"Kepler-526 b","Transit",2016
"Kepler-346 b","Transit",2014
"Kepler-603 b","Transit",2016
"Kepler-62 f","Transit",2013
"Kepler-379 c","Transit",2014
"Kepler-625 b","Transit",2016
"Kepler-1556 b","Transit",2016
"Kepler-648 b","Transit",2016
"Kepler-642 b","Transit",2016
"Kepler-398 d","Transit",2016
"Kepler-625 c","Transit",2016
"Kepler-226 d","Transit",2014
"Kepler-649 b","Transit",2016
"Kepler-65 c","Transit",2012
"Kepler-620 b","Transit",2016
"Kepler-432 b","Transit",2015
"Kepler-361 c","Transit",2014
"Kepler-359 c","Transit",2014
"Kepler-65 d","Transit",2012
"61 Vir d","Radial Velocity",2009
"Kepler-496 b","Transit",2016
"Kepler-385 b","Transit",2014
"Kepler-445 d","Transit",2015
"Kepler-506 b","Transit",2016
"Kepler-45 b","Transit",2011
"Kepler-497 b","Transit",2016
"Kepler-398 c","Transit",2014
"Kepler-533 b","Transit",2016
"Kepler-374 d","Transit",2014
"Kepler-616 c","Transit",2016
"Kepler-555 b","Transit",2016
"Kepler-559 b","Transit",2016
"Kepler-46 d","Transit",2014
"Kepler-50 b","Transit",2012
"Kepler-273 c","Transit",2014
"Kepler-543 b","Transit",2016
"Kepler-847 b","Transit",2016
"Kepler-88 d","Radial Velocity",2020
"Kepler-275 c","Transit",2014
"Kepler-564 b","Transit",2016
"Kepler-83 b","Transit",2012
"Kepler-884 b","Transit",2016
"Kepler-885 b","Transit",2016
"Kepler-274 c","Transit",2014
"Kepler-921 b","Transit",2016
"Kepler-958 b","Transit",2016
"Kepler-841 b","Transit",2016
"61 Vir b","Radial Velocity",2009
"Kepler-891 b","Transit",2016
"Kepler-899 b","Transit",2016
"Kepler-939 b","Transit",2016
"WASP-132 b","Transit",2016
"Kepler-908 b","Transit",2016
"HD 20781 e","Radial Velocity",2019
"HD 220773 b","Radial Velocity",2011
"Kepler-664 b","Transit",2016
"Kepler-97 c","Radial Velocity",2014
"Kepler-889 b","Transit",2016
"Kepler-909 b","Transit",2016
"Kepler-872 b","Transit",2016
"Kepler-91 b","Transit",2013
"Kepler-565 b","Transit",2016
"HD 11506 c","Radial Velocity",2008
"Kepler-80 d","Transit",2014
"Kepler-55 d","Transit",2014
"Kepler-83 c","Transit",2012
"Kepler-832 b","Transit",2016
"Kepler-94 b","Transit",2014
"Kepler-561 b","Transit",2016
"Kepler-800 b","Transit",2016
"Kepler-84 f","Transit",2014
"Kepler-552 b","Transit",2016
"Kepler-816 b","Transit",2016
"Kepler-965 b","Transit",2016
"Kepler-913 b","Transit",2016
"Kepler-562 b","Transit",2016
"Kepler-822 b","Transit",2016
"Kepler-563 b","Transit",2016
"Kepler-948 b","Transit",2016
"Kepler-943 b","Transit",2016
"Kepler-852 b","Transit",2016
"Kepler-964 b","Transit",2016
"WASP-144 b","Transit",2018
"HIP 38594 b","Radial Velocity",2020
"Kepler-20 d","Transit",2011
"Kepler-968 b","Transit",2016
"Kepler-1050 b","Transit",2016
"Kepler-1651 b","Transit",2017
"Kepler-1154 b","Transit",2016
"WASP-121 b","Transit",2016
"DP Leo b","Eclipse Timing Variations",2009
"WASP-127 b","Transit",2016
"KMT-2016-BLG-2397L b","Microlensing",2020
"GJ 229 A c","Radial Velocity",2020
"Kepler-952 b","Transit",2016
"DMPP-2 b","Radial Velocity",2019
"Kepler-866 b","Transit",2016
"Kepler-853 b","Transit",2016
"CoRoT-24 c","Transit",2014
"CoRoT-25 b","Transit",2013
"CoRoT-1 b","Transit",2008
"CoRoT-10 b","Transit",2010
"HD 97048 b","Disk Kinematics",2019
"Kepler-256 e","Transit",2014
"Kepler-487 c","Transit",2016
"DH Tau b","Imaging",2004
"DMPP-1 c","Radial Velocity",2019
"DMPP-1 d","Radial Velocity",2019
"Kepler-1222 b","Transit",2016
"GJ 887 b","Radial Velocity",2020
"BD+20 274 b","Radial Velocity",2012
"Kepler-1056 b","Transit",2016
"Kepler-840 b","Transit",2016
"Kepler-898 b","Transit",2016
"HD 125390 b","Radial Velocity",2019
"WASP-129 b","Transit",2016
"GJ 317 b","Radial Velocity",2007
"GJ 317 c","Radial Velocity",2018
"GJ 581 c","Radial Velocity",2007
"GJ 740 b","Radial Velocity",2021
"GJ 86 b","Radial Velocity",1999
"HD 117618 b","Radial Velocity",2004
"HD 12484 b","Radial Velocity",2016
"GJ 876 d","Radial Velocity",2005
"GJ 96 b","Radial Velocity",2018
"HAT-P-17 b","Transit",2010
"HATS-31 b","Transit",2016
"HATS-59 b","Transit",2018
"HATS-67 b","Transit",2018
"HATS-69 b","Transit",2018
"HATS-7 b","Transit",2015
"HD 1397 b","Transit",2018
"HD 142415 b","Radial Velocity",2003
"HD 143361 b","Radial Velocity",2008
"HD 145377 b","Radial Velocity",2008
"HAT-P-34 b","Transit",2011
"HAT-P-39 b","Transit",2012
"HD 100777 b","Radial Velocity",2007
"HATS-33 b","Transit",2016
"HD 133131 A c","Radial Velocity",2016
"HD 177830 b","Radial Velocity",1999
"HD 178911 B b","Radial Velocity",2001
"HATS-32 b","Transit",2016
"HATS-17 b","Transit",2016
"HATS-22 b","Transit",2017
"HATS-3 b","Transit",2013
"HD 106315 c","Transit",2017
"HD 10647 b","Radial Velocity",2006
"HD 10697 b","Radial Velocity",1999
"HATS-35 b","Transit",2016
"HD 136352 d","Radial Velocity",2019
"HD 240210 b","Radial Velocity",2009
"HATS-30 b","Transit",2016
"HATS-34 b","Transit",2016
"HATS-39 b","Transit",2018
"HD 114613 b","Radial Velocity",2014
"HD 118203 b","Radial Velocity",2005
"HATS-42 b","Transit",2018
"HATS-58 A b","Transit",2019
"HD 125612 d","Radial Velocity",2009
"HD 13167 b","Radial Velocity",2018
"HD 134987 c","Radial Velocity",2009
"HD 136418 b","Radial Velocity",2009
"HD 13808 c","Radial Velocity",2021
"HD 126614 b","Radial Velocity",2009
"HD 176986 b","Radial Velocity",2017
"HD 181433 d","Radial Velocity",2008
"HD 141399 c","Radial Velocity",2014
"HD 141937 b","Radial Velocity",2002
"HD 142 b","Radial Velocity",2001
"HD 159868 b","Radial Velocity",2006
"HD 39855 b","Radial Velocity",2019
"HD 16141 b","Radial Velocity",2000
"HD 103949 b","Radial Velocity",2019
"HD 104067 b","Radial Velocity",2009
"HD 147873 b","Radial Velocity",2016
"HD 148427 b","Radial Velocity",2009
"HD 152079 b","Radial Velocity",2009
"HD 154672 b","Radial Velocity",2008
"HD 154857 b","Radial Velocity",2004
"HD 158259 c","Radial Velocity",2020
"HD 158259 d","Radial Velocity",2020
"HD 204313 c","Radial Velocity",2015
"HD 108147 b","Radial Velocity",2002
"HD 15337 c","Transit",2019
"HD 153950 b","Radial Velocity",2008
"HD 108874 b","Radial Velocity",2002
"HD 2952 b","Radial Velocity",2013
"HD 16175 b","Radial Velocity",2009
"HD 162020 b","Radial Velocity",2002
"HD 163607 c","Radial Velocity",2010
"HATS-52 b","Transit",2017
"HD 109271 b","Radial Velocity",2013
"HD 155233 b","Radial Velocity",2015
"HD 111232 b","Radial Velocity",2003
"HATS-71 b","Transit",2020
"HATS-72 b","Transit",2020
"HD 13908 b","Radial Velocity",2013
"HD 101930 b","Radial Velocity",2005
"HD 113337 b","Radial Velocity",2013
"HD 113538 c","Radial Velocity",2010
"HD 1605 b","Radial Velocity",2015
"HD 215152 b","Radial Velocity",2018
"HD 116029 b","Radial Velocity",2011
"HD 188015 b","Radial Velocity",2004
"HD 190360 b","Radial Velocity",2003
"HD 191806 b","Radial Velocity",2016
"HD 192310 b","Radial Velocity",2011
"HD 196050 b","Radial Velocity",2002
"HD 117207 b","Radial Velocity",2004
"HD 216520 b","Radial Velocity",2020
"HD 11964 c","Radial Velocity",2008
"HD 164604 b","Radial Velocity",2009
"HD 21693 c","Radial Velocity",2019
"HD 143105 b","Radial Velocity",2016
"HD 1461 c","Radial Velocity",2015
"HD 147018 c","Radial Velocity",2009
"HD 148156 b","Radial Velocity",2009
"HD 1666 b","Radial Velocity",2015
"GJ 414 A c","Radial Velocity",2021
"HD 207832 c","Radial Velocity",2012
"HD 20794 d","Radial Velocity",2011
"HD 133131 B b","Radial Velocity",2016
"HD 132406 b","Radial Velocity",2007
"HD 132563 b","Radial Velocity",2011
"2MASS J22362452+4751425 b","Imaging",2016
"81 Cet b","Radial Velocity",2008
"BD-06 1339 c","Radial Velocity",2013
"CoRoT-18 b","Transit",2011
"CoRoT-19 b","Transit",2011
"HAT-P-65 b","Transit",2016
"HAT-P-67 b","Transit",2017
"HAT-P-7 b","Transit",2008
"HAT-P-70 b","Transit",2019
"HAT-P-8 b","Transit",2008
"CoRoT-28 b","Transit",2015
"CoRoT-7 c","Radial Velocity",2009
"DMPP-1 e","Radial Velocity",2019
"EPIC 220674823 c","Transit",2016
"GJ 160.2 b","Radial Velocity",2014
"HAT-P-41 b","Transit",2012
"HATS-24 b","Transit",2017
"HATS-26 b","Transit",2016
"HATS-62 b","Transit",2018
"HATS-65 b","Transit",2018
"HD 134060 b","Radial Velocity",2019
"GJ 682 c","Radial Velocity",2014
"GJ 687 c","Radial Velocity",2020
"HD 32963 b","Radial Velocity",2015
"HD 34445 c","Radial Velocity",2017
"HD 38283 b","Radial Velocity",2010
"HD 40956 b","Radial Velocity",2017
"HD 40979 b","Radial Velocity",2002
"HU Aqr AB c","Eclipse Timing Variations",2011
"K2-101 b","Transit",2016
"K2-104 b","Transit",2016
"K2-130 b","Transit",2017
"K2-133 e","Transit",2019
"K2-183 b","Transit",2018
"K2-184 b","Transit",2018
"HIP 8541 b","Radial Velocity",2016
"HN Peg b","Imaging",2006
"K2-275 c","Transit",2018
"HR 5183 b","Radial Velocity",2019
"HR 858 c","Transit",2019
"HR 8799 b","Imaging",2008
"HR 8799 d","Imaging",2008
"HR 8799 e","Imaging",2010
"K2-277 b","Transit",2018
"K2-241 b","Transit",2018
"Kepler-1112 b","Transit",2016
"K2-11 b","Transit",2015
"K2-132 b","Transit",2017
"K2-133 c","Transit",2017
"K2-138 b","Transit",2017
"Kepler-1140 b","Transit",2016
"K2-223 c","Transit",2018
"K2-285 b","Transit",2018
"K2-285 c","Transit",2018
"K2-285 d","Transit",2018
"Kepler-1002 b","Transit",2016
"Kepler-1003 b","Transit",2016
"Kepler-1005 b","Transit",2016
"Kepler-1008 b","Transit",2016
"K2-141 b","Transit",2018
"K2-224 c","Transit",2018
"K2-230 b","Transit",2018
"Kepler-1092 b","Transit",2016
"Kepler-1094 b","Transit",2016
"K2-233 d","Transit",2018
"K2-288 B b","Transit",2018
"KELT-20 b","Transit",2017
"K2-155 c","Transit",2018
"K2-156 b","Transit",2018
"K2-158 b","Transit",2018
"K2-239 d","Transit",2018
"K2-329 b","Transit",2020
"K2-34 b","Transit",2016
"K2-37 b","Transit",2016
"KELT-17 b","Transit",2016
"KELT-19 A b","Transit",2017
"Kepler-11 g","Transit",2010
"K2-16 c","Transit",2015
"K2-172 c","Transit",2018
"K2-176 b","Transit",2018
"K2-266 b","Transit",2018
"K2-37 d","Transit",2016
"K2-38 b","Transit",2016
"K2-187 c","Transit",2018
"K2-189 b","Transit",2018
"K2-270 b","Transit",2018
"K2-270 c","Transit",2018
"K2-272 b","Transit",2018
"K2-38 c","Transit",2016
"K2-44 b","Transit",2016
"K2-46 b","Transit",2016
"K2-3 c","Transit",2015
"K2-308 b","Transit",2019
"Kepler-11 d","Transit",2010
"Kepler-1096 b","Transit",2016
"K2-58 b","Transit",2016
"K2-58 d","Transit",2016
"K2-62 b","Transit",2016
"Kepler-1120 b","Transit",2016
"KOI-1783.02","Transit",2020
"K2-62 c","Transit",2016
"K2-26 b","Transit",2016
"K2-63 b","Transit",2016
"K2-260 b","Transit",2018
"K2-70 b","Transit",2016
"Kepler-11 c","Transit",2010
"Kepler-1015 b","Transit",2016
"K2-80 d","Transit",2018
"K2-81 b","Transit",2016
"Kepler-1016 b","Transit",2016
"KOI-351 c","Transit",2013
"KOI-351 e","Transit",2013
"K2-71 b","Transit",2016
"K2-72 c","Transit",2016
"K2-83 c","Transit",2016
"Kepler-102 b","Transit",2014
"Kepler-102 c","Transit",2014
"Kepler-1017 b","Transit",2016
"Kepler-1018 b","Transit",2016
"Kepler-100 b","Transit",2014
"Kepler-1000 b","Transit",2016
"HD 98736 b","Radial Velocity",2018
"HIP 35173 b","Radial Velocity",2019
"Kepler-102 e","Transit",2013
"Kepler-102 f","Transit",2014
"Kepler-1086 b","Transit",2016
"Kepler-1089 b","Transit",2016
"K2-325 b","Transit",2020
"HD 218566 b","Radial Velocity",2010
"HD 221287 b","Radial Velocity",2007
"HD 222076 b","Radial Velocity",2016
"HD 222582 b","Radial Velocity",1999
"HD 224693 b","Radial Velocity",2006
"HD 168443 c","Radial Velocity",2000
"HD 45350 b","Radial Velocity",2004
"HD 47186 b","Radial Velocity",2008
"HD 60532 b","Radial Velocity",2008
"K2-138 d","Transit",2017
"K2-175 b","Transit",2018
"K2-177 b","Transit",2018
"HD 82886 b","Radial Velocity",2011
"HD 82943 b","Radial Velocity",2003
"HD 83443 b","Radial Velocity",2002
"K2-205 b","Transit",2018
"K2-207 b","Transit",2018
"HD 22781 b","Radial Velocity",2011
"HD 231701 b","Radial Velocity",2007
"HD 24040 b","Radial Velocity",2006
"HD 25171 b","Radial Velocity",2010
"HIP 79098 AB b","Imaging",2019
"HD 6434 b","Radial Velocity",2003
"HD 7924 b","Radial Velocity",2008
"HD 81688 b","Radial Velocity",2007
"HD 9446 b","Radial Velocity",2009
"HIP 97233 b","Radial Velocity",2014
"K2-178 b","Transit",2018
"HD 94834 b","Radial Velocity",2018
"K2-208 b","Transit",2018
"Kepler-1137 b","Transit",2016
"Kepler-1165 b","Transit",2016
"Kepler-1174 b","Transit",2016
"Kepler-1231 b","Transit",2016
"Kepler-1235 b","Transit",2016
"Kepler-1236 b","Transit",2016
"KIC 5095269 b","Eclipse Timing Variations",2017
"KIC 5951458 b","Transit",2015
"KIC 7917485 b","Pulsation Timing Variations",2016
"KMT-2016-BLG-1107L b","Microlensing",2019
"KMT-2018-BLG-0029L b","Microlensing",2020
"Kepler-1136 b","Transit",2016
"Kepler-1260 b","Transit",2016
"Kepler-1261 b","Transit",2016
"Kepler-1271 b","Transit",2016
"Kepler-1163 b","Transit",2016
"Kepler-1164 b","Transit",2016
"Kepler-1237 b","Transit",2016
"Kepler-1238 b","Transit",2016
"Kepler-124 c","Transit",2014
"Kepler-1215 b","Transit",2016
"Kepler-1145 b","Transit",2016
"Kepler-115 c","Transit",2014
"Kepler-1291 b","Transit",2016
"Kepler-1168 b","Transit",2016
"Kepler-1170 b","Transit",2016
"Kepler-122 b","Transit",2014
"Kepler-1157 b","Transit",2016
"Kepler-116 b","Transit",2014
"Kepler-1160 b","Transit",2016
"Kepler-101 c","Transit",2014
"Kepler-1011 b","Transit",2016
"Kepler-1014 b","Transit",2016
"Kepler-1016 c","Transit",2016
"Kepler-1029 b","Transit",2016
"Kepler-1031 b","Transit",2016
"Kepler-1155 b","Transit",2016
"Kepler-1206 b","Transit",2016
"Kepler-1208 b","Transit",2016
"Kepler-1223 b","Transit",2016
"Kepler-1224 b","Transit",2016
"Kepler-1398 c","Transit",2016
"Kepler-1402 b","Transit",2016
"Kepler-1405 b","Transit",2016
"Kepler-1408 b","Transit",2016
"Kepler-104 d","Transit",2014
"Kepler-105 b","Transit",2013
"Kepler-1053 b","Transit",2016
"Kepler-1228 b","Transit",2016
"Kepler-1242 b","Transit",2016
"Kepler-1245 b","Transit",2016
"Kepler-1248 b","Transit",2016
"Kepler-1249 b","Transit",2016
"Kepler-1250 b","Transit",2016
"Kepler-1308 b","Transit",2016
"Kepler-1312 b","Transit",2016
"Kepler-1315 b","Transit",2016
"Kepler-1317 b","Transit",2016
"Kepler-1318 b","Transit",2016
"Kepler-1321 c","Transit",2016
"Kepler-107 e","Transit",2014
"Kepler-1072 b","Transit",2016
"Kepler-108 c","Transit",2014
"Kepler-11 e","Transit",2010
"Kepler-1252 b","Transit",2016
"Kepler-1253 b","Transit",2016
"Kepler-1255 b","Transit",2016
"Kepler-1256 b","Transit",2016
"Kepler-1325 b","Transit",2016
"Kepler-136 c","Transit",2014
"Kepler-1344 b","Transit",2016
"Kepler-1349 b","Transit",2016
"Kepler-1114 b","Transit",2016
"Kepler-112 b","Transit",2014
"Kepler-1121 b","Transit",2016
"Kepler-1156 b","Transit",2016
"Kepler-1286 b","Transit",2016
"Kepler-1288 b","Transit",2016
"Kepler-1126 b","Transit",2016
"Kepler-1127 b","Transit",2016
"Kepler-1128 b","Transit",2016
"Kepler-1129 c","Transit",2016
"Kepler-1130 b","Transit",2016
"Kepler-1132 b","Transit",2016
"Kepler-1272 b","Transit",2016
"Kepler-1346 b","Transit",2016
"Kepler-1347 b","Transit",2016
"Kepler-1350 b","Transit",2016
"Kepler-1454 b","Transit",2016
"Kepler-139 b","Transit",2014
"Kepler-1458 b","Transit",2016
"Kepler-146 b","Transit",2014
"Kepler-1134 b","Transit",2016
"Kepler-1138 b","Transit",2016
"Kepler-1144 b","Transit",2016
"Kepler-1180 b","Transit",2016
"Kepler-1181 b","Transit",2016
"Kepler-1351 b","Transit",2016
"Kepler-1352 b","Transit",2016
"Kepler-1353 b","Transit",2016
"Kepler-1354 b","Transit",2016
"Kepler-135 b","Transit",2014
"Kepler-1350 c","Transit",2016
"Kepler-1361 b","Transit",2016
"Kepler-1363 b","Transit",2016
"Kepler-1370 c","Transit",2016
"Kepler-1374 b","Transit",2016
"Kepler-1441 b","Transit",2016
"Kepler-119 b","Transit",2014
"Kepler-1190 b","Transit",2016
"Kepler-1192 b","Transit",2016
"Kepler-1197 b","Transit",2016
"Kepler-1199 b","Transit",2016
"Kepler-1364 b","Transit",2016
"Kepler-1366 b","Transit",2016
"Kepler-141 b","Transit",2014
"Kepler-141 c","Transit",2014
"Kepler-1412 b","Transit",2016
"Kepler-1414 b","Transit",2016
"Kepler-142 c","Transit",2014
"Kepler-1266 b","Transit",2016
"Kepler-12 b","Transit",2011
"Kepler-120 b","Transit",2014
"Kepler-1203 b","Transit",2016
"Kepler-1220 b","Transit",2016
"Kepler-138 b","Transit",2014
"Kepler-1387 b","Transit",2016
"Kepler-1226 b","Transit",2016
"Kepler-1233 b","Transit",2016
"Kepler-1239 b","Transit",2016
"Kepler-124 b","Transit",2014
"Kepler-124 d","Transit",2014
"Kepler-1365 c","Transit",2016
"Kepler-1375 b","Transit",2016
"Kepler-1427 b","Transit",2016
"Kepler-1268 b","Transit",2016
"Kepler-1434 b","Transit",2016
"Kepler-1435 b","Transit",2016
"Kepler-1437 b","Transit",2016
"Kepler-1445 b","Transit",2016
"Kepler-1446 b","Transit",2016
"Kepler-1388 d","Transit",2016
"Kepler-1425 b","Transit",2016
"Kepler-1300 b","Transit",2016
"Kepler-1066 b","Transit",2016
"Kepler-1149 b","Transit",2016
"Kepler-1083 b","Transit",2016
"Kepler-1088 b","Transit",2016
"Kepler-109 c","Transit",2014
"Kepler-1090 b","Transit",2016
"Kepler-1395 b","Transit",2016
"Kepler-1398 b","Transit",2016
"Kepler-140 b","Transit",2014
"Kepler-1301 b","Transit",2016
"Kepler-1460 b","Transit",2016
"Kepler-1463 b","Transit",2016
"Kepler-1311 b","Transit",2016
"Kepler-1320 b","Transit",2016
"Kepler-1321 b","Transit",2016
"KOI-94 c","Transit",2013
"Kepler-1001 c","Transit",2020
"Kepler-103 c","Transit",2014
"Kepler-104 b","Transit",2014
"Kepler-1042 b","Transit",2016
"Kepler-1054 b","Transit",2016
"K2-61 b","Transit",2016
"K2-63 c","Transit",2016
"K2-65 b","Transit",2016
"Kepler-1098 b","Transit",2016
"Kepler-128 c","Transit",2013
"Kepler-1117 b","Transit",2016
"Kepler-1055 b","Transit",2016
"Kepler-107 b","Transit",2014
"Kepler-1071 b","Transit",2016
"Kepler-1113 b","Transit",2016
"Kepler-1116 b","Transit",2016
"Kepler-1131 b","Transit",2016
"K2-75 c","Transit",2016
"K2-77 b","Transit",2016
"K2-79 b","Transit",2016
"K2-8 b","Transit",2015
"KELT-9 b","Transit",2017
"Kepler-1118 b","Transit",2016
"Kepler-1303 b","Transit",2016
"Kepler-1328 b","Transit",2016
"Kepler-1306 b","Transit",2016
"Kepler-125 c","Transit",2014
"Kepler-1254 d","Transit",2016
"Kepler-172 b","Transit",2014
"Kepler-173 c","Transit",2014
"Kepler-174 d","Transit",2014
"Kepler-178 b","Transit",2014
"Kepler-178 c","Transit",2014
"Kepler-18 c","Transit",2011
"Kepler-159 c","Transit",2014
"Kepler-16 b","Transit",2011
"Kepler-1609 b","Transit",2016
"Kepler-1622 b","Transit",2016
"Kepler-184 c","Transit",2014
"Kepler-183 c","Transit",2014
"Kepler-191 b","Transit",2014
"Kepler-194 b","Transit",2014
"Kepler-194 d","Transit",2014
"Kepler-197 c","Transit",2014
"Kepler-105 c","Transit",2014
"Kepler-218 b","Transit",2014
"Kepler-218 c","Transit",2014
"Kepler-219 b","Transit",2014
"Kepler-198 d","Transit",2016
"Kepler-22 b","Transit",2011
"Kepler-1637 b","Transit",2016
"Kepler-1616 b","Transit",2016
"Kepler-20 c","Transit",2011
"Kepler-220 e","Transit",2014
"Kepler-223 b","Transit",2014
"Kepler-223 c","Transit",2014
"Kepler-1643 b","Transit",2016
"Kepler-1645 b","Transit",2016
"Kepler-20 f","Transit",2011
"Kepler-202 c","Transit",2014
"Kepler-264 b","Transit",2014
"Kepler-166 d","Transit",2016
"Kepler-167 c","Transit",2014
"Kepler-213 b","Transit",2014
"Kepler-278 c","Transit",2014
"Kepler-280 b","Transit",2014
"Kepler-264 c","Transit",2014
"Kepler-1677 b","Transit",2020
"Kepler-1679 b","Transit",2020
"Kepler-1680 b","Transit",2020
"Kepler-231 b","Transit",2014
"Kepler-233 c","Transit",2014
"Kepler-1693 b","Transit",2020
"Kepler-1696 b","Transit",2020
"Kepler-223 e","Transit",2014
"Kepler-168 b","Transit",2014
"Kepler-233 b","Transit",2014
"Kepler-235 d","Transit",2014
"Kepler-171 b","Transit",2014
"Kepler-185 c","Transit",2014
"Kepler-1654 b","Transit",2018
"Kepler-1656 b","Transit",2018
"Kepler-173 b","Transit",2014
"Kepler-194 c","Transit",2014
"Kepler-1661 b","Transit",2020
"Kepler-1664 b","Transit",2020
"Kepler-1666 b","Transit",2020
"Kepler-1667 b","Transit",2020
"Kepler-21 b","Transit",2012
"Kepler-238 e","Transit",2013
"Kepler-175 b","Transit",2014
"Kepler-175 c","Transit",2014
